timestamp,request_type,position,creative_type,kv_value
2022-03-08T07:09:33.158Z, static.video, interstitial, static, mFSp72
2022-03-08T07:06:21.815Z, static.video, interstitial, static, mFSp45
2022-03-08T07:04:05.608Z, static.video, static_iphone_320x480, static, mFSp35
2022-03-08T07:03:11.887Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-08T06:58:23.828Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-08T06:52:49.746Z, static.video, interstitial, video, mVp6
2022-03-08T06:33:39.433Z, static.video, static_iphone_320x480, static, mFSp28
2022-03-08T06:20:45.385Z, static.video, static_iphone_320x480, video, mFSp37
2022-03-08T06:15:57.465Z, static.video, static_iphone_320x480, video, mFSp45
2022-03-08T06:14:40.481Z, static.video, static_iphone_320x480, video, mFSp64
2022-03-08T06:13:04.032Z, static.video, static_iphone_320x480, video, mVp32
